time,battery_state,rrp,export_kw,import_kw,grid_import_kwh,grid_export_kwh,cumulative_cost,cumulative_revenue,cumulative_profit
10/01/2025 8:50,1.886,76.72,0.12,1.248,0.094,0,41.52022361,23.35243153,-18.16779208
10/01/2025 8:55,1.886,76,0.888,0,0,0.074,41.52022361,23.35805553,-18.16216808
10/01/2025 9:00,2.806,57.8,0.324,0.804,0.987,0,41.68387512,23.35805553,-18.32581959
10/01/2025 9:05,3.726,56.98,0,1.44,1.04,0,41.8554616,23.35805553,-18.49740607
10/01/2025 9:10,3.726,88.81,0.396,0.708,0.026,0,41.86057884,23.35805553,-18.50252331
10/01/2025 9:15,4.646,57.01,0.444,0.636,0.973,0,42.02114038,23.35805553,-18.66308485
10/01/2025 9:20,4.646,76.72,0.18,0.9,0.06,0,42.032224,23.35805553,-18.67416847
10/01/2025 9:25,4.646,113.87,0.624,0.456,0,0.014,42.032224,23.35964971,-18.67257429
10/01/2025 9:30,4.752,63.85,1.272,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 9:35,4.881,57.01,1.548,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 9:40,5.023,63.85,1.704,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 9:45,5.183,63.65,1.92,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 9:50,5.334,56.98,1.812,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 9:55,5.451,21.67,1.404,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 10:00,5.552,56.74,1.212,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 10:05,5.661,56.47,1.308,0,0,0,42.032224,23.35964971,-18.67257429
10/01/2025 10:10,6.581,56.98,1.188,0.012,0.921,0,42.18417703,23.35964971,-18.82452732
10/01/2025 10:15,6.695,4.29,1.368,0,0,0,42.18417703,23.35964971,-18.82452732
10/01/2025 10:20,6.804,9.21,1.308,0,0,0,42.18417703,23.35964971,-18.82452732
10/01/2025 10:25,6.804,74.97,1.272,0,0,0.106,42.18417703,23.36759653,-18.8165805
10/01/2025 10:30,6.925,55.76,1.452,0,0,0,42.18417703,23.36759653,-18.8165805
10/01/2025 10:35,7.077,56.98,1.824,0,0,0,42.18417703,23.36759653,-18.8165805
10/01/2025 10:40,7.077,93.52,1.956,0,0,0.163,42.18417703,23.38284029,-18.80133674
10/01/2025 10:45,7.077,102.02,2.352,0,0,0.196,42.18417703,23.40283621,-18.78134082
10/01/2025 10:50,7.077,88.59,2.568,0,0,0.214,42.18417703,23.42179447,-18.76238256
10/01/2025 10:55,7.077,126.54,2.688,0,0,0.224,42.18417703,23.45013943,-18.7340376
10/01/2025 11:00,7.249,57.01,2.064,0,0,0,42.18417703,23.45013943,-18.7340376
10/01/2025 11:05,7.466,56.98,2.604,0,0,0,42.18417703,23.45013943,-18.7340376
10/01/2025 11:10,7.466,85.98,2.052,0,0,0.171,42.18417703,23.46484201,-18.71933502
10/01/2025 11:15,7.63,56.15,1.968,0,0,0,42.18417703,23.46484201,-18.71933502
10/01/2025 11:20,7.821,57.66,2.292,0,0,0,42.18417703,23.46484201,-18.71933502
10/01/2025 11:25,8.018,56.98,2.364,0,0,0,42.18417703,23.46484201,-18.71933502
10/01/2025 11:30,8.018,76.72,1.296,0,0,0.108,42.18417703,23.47312777,-18.71104926
10/01/2025 11:35,8.145,55.31,1.524,0,0,0,42.18417703,23.47312777,-18.71104926
10/01/2025 11:40,8.245,45,1.2,0,0,0,42.18417703,23.47312777,-18.71104926
10/01/2025 11:45,8.245,72.63,1.236,0,0,0.103,42.18417703,23.48060866,-18.70356837
10/01/2025 11:50,8.436,56.98,2.292,0,0,0,42.18417703,23.48060866,-18.70356837
10/01/2025 11:55,8.436,71.22,1.452,0,0,0.121,42.18417703,23.48922628,-18.69495075
10/01/2025 12:00,8.436,93.88,2.064,0,0,0.172,42.18417703,23.50537364,-18.67880339
10/01/2025 12:05,8.613,56.98,2.124,0,0,0,42.18417703,23.50537364,-18.67880339
10/01/2025 12:10,8.613,76.72,2.28,0,0,0.19,42.18417703,23.51995044,-18.66422659
10/01/2025 12:15,8.821,36,2.496,0,0,0,42.18417703,23.51995044,-18.66422659
10/01/2025 12:20,8.937,53.14,1.392,0,0,0,42.18417703,23.51995044,-18.66422659
10/01/2025 12:25,8.937,74.26,1.14,0,0,0.095,42.18417703,23.52700514,-18.65717189
10/01/2025 12:30,8.937,71.16,2.712,0,0,0.226,42.18417703,23.5430873,-18.64108973
10/01/2025 12:35,9.109,54.59,2.064,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 12:40,9.419,59.06,3.72,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 12:45,9.777,56.98,4.296,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 12:50,10.059,64.9,3.384,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 12:55,10.319,48.63,3.12,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:00,10.606,9.02,3.444,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:05,10.85,11.67,2.928,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:10,11.16,-21.57,3.72,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:15,11.563,-18.02,4.836,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:20,11.91,0,4.164,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:25,12.244,0,4.008,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:30,12.61,-21.43,4.392,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:35,13.022,1,4.944,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:40,13.407,9.13,4.62,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:45,13.801,1,4.728,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:50,14.094,12.64,3.516,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 13:55,14.277,45,2.196,0,0,0,42.18417703,23.5430873,-18.64108973
10/01/2025 14:00,14.277,83.3,2.784,0,0,0.232,42.18417703,23.5624129,-18.62176413
10/01/2025 14:05,14.277,75.1,2.292,0,0,0.191,42.18417703,23.576757,-18.60742003
10/01/2025 14:10,14.277,84.52,1.764,0,0,0.147,42.18417703,23.58918144,-18.59499559
10/01/2025 14:15,14.277,87.77,1.8,0,0,0.15,42.18417703,23.60234694,-18.58183009
10/01/2025 14:20,14.277,82,1.92,0,0,0.16,42.18417703,23.61546694,-18.56871009
10/01/2025 14:25,14.277,88.14,1.956,0,0,0.163,42.18417703,23.62983376,-18.55434327
10/01/2025 14:30,14.277,96.2,1.788,0,0,0.149,42.18417703,23.64416756,-18.54000947
10/01/2025 14:35,14.277,86.82,1.728,0,0,0.144,42.18417703,23.65666964,-18.52750739
10/01/2025 14:40,14.421,36,1.728,0,0,0,42.18417703,23.65666964,-18.52750739
